Denominator(s+s0),Fold Change,Gene ID,Gene Name,Numerator(r),Score(d),direction,gpl,gse,index,log2foldChange,myGeneId,myGeneSym,q-value(%),subset
0.456,1.366,214288_s_at,214288_s_at,0.45,0.987,up,GPL570,GSE43777,,0.45,5689.0,PSMB1,22.204,Acute
0.137,1.098,244827_at,244827_at,0.135,0.987,up,GPL570,GSE43777,,0.135,,,22.204,Acute
0.15,1.108,221189_s_at,221189_s_at,0.148,0.987,up,GPL570,GSE43777,,0.148,80222.0,TARS2,22.204,Acute
0.259,1.194,202377_at,202377_at,0.256,0.987,up,GPL570,GSE43777,,0.256,54741.0,LEPROT,22.204,Acute
0.4,1.314,226165_at,226165_at,0.394,0.987,up,GPL570,GSE43777,,0.394,401466.0,C8orf59,22.204,Acute
0.118,1.084,211869_at,211869_at,0.117,0.987,up,GPL570,GSE43777,,0.117,,,22.204,Acute
0.166,1.12,230963_at,230963_at,0.163,0.986,up,GPL570,GSE43777,,0.163,196047.0,EMX2OS,22.204,Acute
0.21,1.154,209011_at,209011_at,0.207,0.986,up,GPL570,GSE43777,,0.207,7204.0,TRIO,22.204,Acute
0.141,1.101,1555316_a_at,1555316_a_at,0.139,0.986,up,GPL570,GSE43777,,0.139,90134.0,KCNH7,22.204,Acute
0.13,1.093,233131_at,233131_at,0.128,0.986,up,GPL570,GSE43777,,0.128,159686.0,CCDC147,22.204,Acute
0.538,1.444,205967_at,205967_at,0.531,0.986,up,GPL570,GSE43777,,0.531,8364.0,HIST1H4C,22.204,Acute
0.387,1.303,221622_s_at,221622_s_at,0.382,0.986,up,GPL570,GSE43777,,0.382,55863.0,TMEM126B,22.204,Acute
0.126,1.09,1553350_at,1553350_at,0.124,0.986,up,GPL570,GSE43777,,0.124,205147.0,AMER3,22.204,Acute
0.288,1.217,206860_s_at,206860_s_at,0.284,0.986,up,GPL570,GSE43777,,0.284,54468.0,MIOS,22.204,Acute
0.194,1.142,205087_at,205087_at,0.192,0.986,up,GPL570,GSE43777,,0.192,25950.0,RWDD3,22.204,Acute
0.291,1.22,242335_at,242335_at,0.287,0.986,up,GPL570,GSE43777,,0.287,51312.0,SLC25A37,22.204,Acute
0.155,1.112,237026_at,237026_at,0.153,0.986,up,GPL570,GSE43777,,0.153,,,22.204,Acute
0.287,1.217,212516_at,212516_at,0.283,0.986,up,GPL570,GSE43777,,0.283,116985.0,ARAP1,22.204,Acute
0.134,1.096,233497_at,233497_at,0.132,0.985,up,GPL570,GSE43777,,0.132,,,22.204,Acute
0.143,1.103,220463_at,220463_at,0.141,0.985,up,GPL570,GSE43777,,0.141,80036.0,TRPM3,22.204,Acute
0.106,1.075,1553912_at,1553912_at,0.104,0.985,up,GPL570,GSE43777,,0.104,285492.0,LINC00955,22.204,Acute
0.18,1.131,225590_at,225590_at,0.177,0.985,up,GPL570,GSE43777,,0.177,57630.0,SH3RF1,22.204,Acute
0.513,1.42,213187_x_at,213187_x_at,0.505,0.985,up,GPL570,GSE43777,,0.505,2512.0,FTL,22.204,Acute
0.386,1.302,200043_at,200043_at,0.381,0.985,up,GPL570,GSE43777,,0.381,2079.0,ERH,22.204,Acute
0.176,1.127,210392_x_at,210392_x_at,0.173,0.985,up,GPL570,GSE43777,,0.173,2649.0,NR6A1,22.204,Acute
0.398,1.312,204787_at,204787_at,0.391,0.985,up,GPL570,GSE43777,,0.391,11326.0,VSIG4,22.204,Acute
0.264,1.198,200660_at,200660_at,0.26,0.985,up,GPL570,GSE43777,,0.26,6282.0,S100A11,22.204,Acute
0.169,1.122,208376_at,208376_at,0.167,0.985,up,GPL570,GSE43777,,0.167,1233.0,CCR4,22.204,Acute
0.221,1.163,203682_s_at,203682_s_at,0.217,0.985,up,GPL570,GSE43777,,0.217,3712.0,IVD,22.204,Acute
0.155,1.112,1553340_s_at,1553340_s_at,0.153,0.985,up,GPL570,GSE43777,,0.153,646000.0,SLC35G4,22.204,Acute
0.265,1.198,232991_at,232991_at,0.261,0.984,up,GPL570,GSE43777,,0.261,,,22.204,Acute
0.158,1.114,1562581_at,1562581_at,0.155,0.984,up,GPL570,GSE43777,,0.155,254028.0,RP11-14J7.6,22.204,Acute
0.328,1.251,224981_at,224981_at,0.323,0.984,up,GPL570,GSE43777,,0.323,124446.0,TMEM219,22.204,Acute
0.1,1.071,1552522_at,1552522_at,0.098,0.984,up,GPL570,GSE43777,,0.098,201798.0,TIGD4,22.204,Acute
0.163,1.118,205824_at,205824_at,0.161,0.984,up,GPL570,GSE43777,,0.161,3316.0,HSPB2,22.204,Acute
0.162,1.117,1558984_at,1558984_at,0.159,0.984,up,GPL570,GSE43777,,0.159,4296.0,MAP3K11,22.204,Acute
0.261,1.195,217957_at,217957_at,0.257,0.984,up,GPL570,GSE43777,,0.257,29105.0,C16orf80,22.204,Acute
0.448,1.357,202655_at,202655_at,0.441,0.984,up,GPL570,GSE43777,,0.441,7873.0,MANF,22.204,Acute
0.237,1.175,233837_at,233837_at,0.233,0.984,up,GPL570,GSE43777,,0.233,2678.0,GGT1,22.204,Acute
0.315,1.24,238496_at,238496_at,0.31,0.984,up,GPL570,GSE43777,,0.31,,,22.204,Acute
0.153,1.11,210695_s_at,210695_s_at,0.151,0.984,up,GPL570,GSE43777,,0.151,51741.0,WWOX,22.204,Acute
0.134,1.095,217557_s_at,217557_s_at,0.131,0.984,up,GPL570,GSE43777,,0.131,1368.0,CPM,22.204,Acute
0.197,1.144,223948_s_at,223948_s_at,0.194,0.983,up,GPL570,GSE43777,,0.194,64699.0,TMPRSS3,22.204,Acute
0.195,1.142,202550_s_at,202550_s_at,0.191,0.983,up,GPL570,GSE43777,,0.191,9217.0,VAPB,22.204,Acute
0.126,1.09,239220_at,239220_at,0.124,0.983,up,GPL570,GSE43777,,0.124,,,22.204,Acute
0.462,1.37,214836_x_at,214836_x_at,0.454,0.983,up,GPL570,GSE43777,,0.454,50802.0,IGK,22.204,Acute
0.346,1.266,213220_at,213220_at,0.34,0.983,up,GPL570,GSE43777,,0.34,92482.0,BBIP1,22.204,Acute
0.302,1.228,226276_at,226276_at,0.296,0.983,up,GPL570,GSE43777,,0.296,153339.0,TMEM167A,22.204,Acute
0.114,1.081,214998_at,214998_at,0.112,0.983,up,GPL570,GSE43777,,0.112,22848.0,AAK1,22.204,Acute
0.206,1.15,229265_at,229265_at,0.202,0.983,up,GPL570,GSE43777,,0.202,6497.0,SKI,22.204,Acute
0.252,1.187,242898_at,242898_at,0.247,0.983,up,GPL570,GSE43777,,0.247,5610.0,EIF2AK2,22.204,Acute
0.133,1.095,1564460_at,1564460_at,0.13,0.983,up,GPL570,GSE43777,,0.13,286442.0,RP11-265P11.2,22.204,Acute
0.117,1.083,240696_at,240696_at,0.115,0.982,up,GPL570,GSE43777,,0.115,,,22.204,Acute
0.213,1.156,218377_s_at,218377_s_at,0.209,0.982,up,GPL570,GSE43777,,0.209,10069.0,RWDD2B,22.204,Acute
0.133,1.095,240199_x_at,240199_x_at,0.131,0.982,up,GPL570,GSE43777,,0.131,25850.0,ZNF345,22.204,Acute
0.139,1.099,228663_x_at,228663_x_at,0.137,0.982,up,GPL570,GSE43777,,0.137,84922.0,FIZ1,22.204,Acute
0.116,1.082,232458_at,232458_at,0.114,0.982,up,GPL570,GSE43777,,0.114,1281.0,COL3A1,22.204,Acute
0.169,1.122,1558619_at,1558619_at,0.166,0.982,up,GPL570,GSE43777,,0.166,677824.0,SNORA43,22.204,Acute
0.162,1.117,216163_at,216163_at,0.159,0.982,up,GPL570,GSE43777,,0.159,,,22.204,Acute
0.172,1.124,206455_s_at,206455_s_at,0.169,0.982,up,GPL570,GSE43777,,0.169,6010.0,RHO,22.204,Acute
0.149,1.107,1557719_at,1557719_at,0.146,0.982,up,GPL570,GSE43777,,0.146,200576.0,PIKFYVE,22.204,Acute
0.163,1.118,242468_at,242468_at,0.161,0.982,up,GPL570,GSE43777,,0.161,,,22.204,Acute
0.223,1.164,235966_at,235966_at,0.219,0.982,up,GPL570,GSE43777,,0.219,153090.0,DAB2IP,22.204,Acute
0.221,1.163,226167_at,226167_at,0.217,0.982,up,GPL570,GSE43777,,0.217,9066.0,SYT7,22.204,Acute
0.209,1.153,218004_at,218004_at,0.205,0.982,up,GPL570,GSE43777,,0.205,55108.0,BSDC1,22.204,Acute
0.172,1.124,220903_at,220903_at,0.169,0.982,up,GPL570,GSE43777,,0.169,85476.0,GFM1,22.204,Acute
0.215,1.157,202599_s_at,202599_s_at,0.211,0.982,up,GPL570,GSE43777,,0.211,8204.0,NRIP1,22.204,Acute
0.178,1.128,231018_at,231018_at,0.174,0.982,up,GPL570,GSE43777,,0.174,342979.0,PALM3,22.204,Acute
0.198,1.144,203738_at,203738_at,0.194,0.982,up,GPL570,GSE43777,,0.194,55322.0,C5orf22,22.204,Acute
0.286,1.215,223423_at,223423_at,0.281,0.982,up,GPL570,GSE43777,,0.281,26996.0,GPR160,22.204,Acute
0.217,1.159,210964_s_at,210964_s_at,0.213,0.982,up,GPL570,GSE43777,,0.213,8908.0,GYG2,22.204,Acute
0.121,1.086,241941_at,241941_at,0.119,0.982,up,GPL570,GSE43777,,0.119,,,22.204,Acute
0.175,1.126,227878_s_at,227878_s_at,0.172,0.982,up,GPL570,GSE43777,,0.172,84266.0,ALKBH7,22.204,Acute
0.179,1.13,214278_s_at,214278_s_at,0.176,0.982,up,GPL570,GSE43777,,0.176,57447.0,NDRG2,22.204,Acute
0.15,1.108,238557_at,238557_at,0.147,0.982,up,GPL570,GSE43777,,0.147,100144603.0,CHKB-AS1,22.204,Acute
0.153,1.109,243138_at,243138_at,0.15,0.981,up,GPL570,GSE43777,,0.15,,,22.204,Acute
0.406,1.318,210588_x_at,210588_x_at,0.398,0.981,up,GPL570,GSE43777,,0.398,3189.0,HNRNPH3,22.204,Acute
0.396,1.309,221853_s_at,221853_s_at,0.389,0.981,up,GPL570,GSE43777,,0.389,408050.0,NOMO3,22.204,Acute
0.244,1.181,202120_x_at,202120_x_at,0.24,0.981,up,GPL570,GSE43777,,0.24,1175.0,AP2S1,22.204,Acute
0.234,1.172,235901_at,235901_at,0.229,0.981,up,GPL570,GSE43777,,0.229,,,22.204,Acute
0.123,1.087,237686_at,237686_at,0.121,0.981,up,GPL570,GSE43777,,0.121,79596.0,RNF219,22.204,Acute
0.315,1.239,201066_at,201066_at,0.31,0.981,up,GPL570,GSE43777,,0.31,1537.0,CYC1,22.204,Acute
0.4,1.313,233955_x_at,233955_x_at,0.392,0.981,up,GPL570,GSE43777,,0.392,51523.0,CXXC5,22.204,Acute
0.181,1.131,237878_at,237878_at,0.177,0.981,up,GPL570,GSE43777,,0.177,,,22.204,Acute
0.204,1.149,236421_at,236421_at,0.201,0.981,up,GPL570,GSE43777,,0.201,339416.0,ANKRD45,22.204,Acute
0.188,1.136,230090_at,230090_at,0.184,0.981,up,GPL570,GSE43777,,0.184,2668.0,GDNF,22.204,Acute
0.332,1.253,222669_s_at,222669_s_at,0.326,0.981,up,GPL570,GSE43777,,0.326,155370.0,SBDSP1,22.204,Acute
0.318,1.241,209225_x_at,209225_x_at,0.312,0.981,up,GPL570,GSE43777,,0.312,3842.0,TNPO1,22.204,Acute
0.2,1.146,202358_s_at,202358_s_at,0.196,0.981,up,GPL570,GSE43777,,0.196,399979.0,SNX19,22.204,Acute
0.151,1.108,1561829_at,1561829_at,0.148,0.981,up,GPL570,GSE43777,,0.148,,,22.204,Acute
0.135,1.096,227242_s_at,227242_s_at,0.133,0.981,up,GPL570,GSE43777,,0.133,253738.0,EBF3,22.204,Acute
0.26,1.193,212484_at,212484_at,0.255,0.981,up,GPL570,GSE43777,,0.255,23625.0,FAM89B,22.204,Acute
0.373,1.289,200940_s_at,200940_s_at,0.366,0.981,up,GPL570,GSE43777,,0.366,473.0,RERE,22.204,Acute
0.253,1.188,230702_at,230702_at,0.248,0.981,up,GPL570,GSE43777,,0.248,,,22.204,Acute
0.12,1.085,1569828_at,1569828_at,0.117,0.98,up,GPL570,GSE43777,,0.117,,,22.204,Acute
0.179,1.13,204876_at,204876_at,0.176,0.98,up,GPL570,GSE43777,,0.176,9726.0,ZNF646,22.204,Acute
0.136,1.097,1569930_at,1569930_at,0.134,0.98,up,GPL570,GSE43777,,0.134,,,22.204,Acute
0.3,1.226,207147_at,207147_at,0.294,0.98,up,GPL570,GSE43777,,0.294,1746.0,DLX2,22.204,Acute
0.151,1.108,207498_s_at,207498_s_at,0.148,0.98,up,GPL570,GSE43777,,0.148,1565.0,CYP2D6,22.204,Acute
0.152,1.108,205381_at,205381_at,0.149,0.98,up,GPL570,GSE43777,,0.149,10234.0,LRRC17,22.204,Acute
0.174,1.125,206094_x_at,206094_x_at,0.17,0.98,up,GPL570,GSE43777,,0.17,54659.0,UGT1A3,22.204,Acute
0.287,1.215,233834_at,233834_at,0.281,0.98,up,GPL570,GSE43777,,0.281,,,22.204,Acute
0.167,1.12,225375_at,225375_at,0.164,0.98,up,GPL570,GSE43777,,0.164,147007.0,TMEM199,22.204,Acute
0.146,1.104,221281_at,221281_at,0.143,0.98,up,GPL570,GSE43777,,0.143,6714.0,SRC,22.204,Acute
0.17,1.123,224147_at,224147_at,0.167,0.98,up,GPL570,GSE43777,,0.167,55010.0,PARPBP,22.204,Acute
0.114,1.081,206282_at,206282_at,0.112,0.98,up,GPL570,GSE43777,,0.112,4760.0,NEUROD1,22.204,Acute
0.131,1.093,243595_at,243595_at,0.128,0.98,up,GPL570,GSE43777,,0.128,6461.0,SHB,22.204,Acute
0.115,1.082,237348_at,237348_at,0.113,0.979,up,GPL570,GSE43777,,0.113,,,22.204,Acute
0.168,1.121,221155_x_at,221155_x_at,0.164,0.979,up,GPL570,GSE43777,,0.164,,,22.204,Acute
0.458,1.364,201738_at,201738_at,0.448,0.979,up,GPL570,GSE43777,,0.448,10289.0,EIF1B,22.204,Acute
0.159,1.114,218758_s_at,218758_s_at,0.156,0.979,up,GPL570,GSE43777,,0.156,8568.0,RRP1,22.204,Acute
0.51,1.414,217235_x_at,217235_x_at,0.5,0.979,up,GPL570,GSE43777,,0.5,100423062.0,IGLL5,22.204,Acute
0.238,1.176,204961_s_at,204961_s_at,0.233,0.979,up,GPL570,GSE43777,,0.233,654817.0,NCF1C,22.204,Acute
0.306,1.23,224025_s_at,224025_s_at,0.299,0.979,up,GPL570,GSE43777,,0.299,10533.0,ATG7,22.204,Acute
0.216,1.158,230997_at,230997_at,0.212,0.979,up,GPL570,GSE43777,,0.212,199223.0,TTC21A,22.204,Acute
0.256,1.189,202750_s_at,202750_s_at,0.25,0.979,up,GPL570,GSE43777,,0.25,24144.0,TFIP11,22.204,Acute
0.154,1.11,231589_at,231589_at,0.151,0.979,up,GPL570,GSE43777,,0.151,,,22.204,Acute
0.302,1.227,212629_s_at,212629_s_at,0.295,0.979,up,GPL570,GSE43777,,0.295,5586.0,PKN2,22.204,Acute
0.223,1.163,216272_x_at,216272_x_at,0.218,0.979,up,GPL570,GSE43777,,0.218,85360.0,SYDE1,22.204,Acute
0.178,1.129,218384_at,218384_at,0.175,0.978,up,GPL570,GSE43777,,0.175,23589.0,CARHSP1,22.204,Acute
0.206,1.15,1569631_at,1569631_at,0.201,0.978,up,GPL570,GSE43777,,0.201,64802.0,NMNAT1,22.204,Acute
0.348,1.266,219639_x_at,219639_x_at,0.341,0.978,up,GPL570,GSE43777,,0.341,56965.0,PARP6,22.204,Acute
0.174,1.125,209713_s_at,209713_s_at,0.17,0.978,up,GPL570,GSE43777,,0.17,23169.0,SLC35D1,22.204,Acute
0.127,1.09,207138_at,207138_at,0.124,0.978,up,GPL570,GSE43777,,0.124,5253.0,PHF2,22.204,Acute
0.206,1.15,234749_s_at,234749_s_at,0.201,0.978,up,GPL570,GSE43777,,0.201,25886.0,POC1A,22.204,Acute
0.468,1.373,201315_x_at,201315_x_at,0.458,0.978,up,GPL570,GSE43777,,0.458,10581.0,IFITM2,22.204,Acute
0.42,1.329,202553_s_at,202553_s_at,0.411,0.978,up,GPL570,GSE43777,,0.411,25949.0,SYF2,22.204,Acute
0.136,1.096,234181_at,234181_at,0.133,0.978,up,GPL570,GSE43777,,0.133,,,22.204,Acute
0.255,1.189,221520_s_at,221520_s_at,0.249,0.978,up,GPL570,GSE43777,,0.249,55143.0,CDCA8,22.204,Acute
0.176,1.127,223252_at,223252_at,0.172,0.978,up,GPL570,GSE43777,,0.172,84717.0,HDGFRP2,22.204,Acute
0.238,1.175,214733_s_at,214733_s_at,0.233,0.978,up,GPL570,GSE43777,,0.233,54432.0,YIPF1,22.204,Acute
0.142,1.101,231493_at,231493_at,0.139,0.978,up,GPL570,GSE43777,,0.139,,,22.204,Acute
0.108,1.076,237614_at,237614_at,0.105,0.977,up,GPL570,GSE43777,,0.105,285740.0,RP11-436I24.1,22.204,Acute
0.111,1.078,1561610_at,1561610_at,0.108,0.977,up,GPL570,GSE43777,,0.108,,,22.204,Acute
0.354,1.271,203297_s_at,203297_s_at,0.346,0.977,up,GPL570,GSE43777,,0.346,3720.0,JARID2,22.204,Acute
0.247,1.182,210266_s_at,210266_s_at,0.241,0.977,up,GPL570,GSE43777,,0.241,51592.0,TRIM33,22.204,Acute
0.18,1.129,208510_s_at,208510_s_at,0.176,0.977,up,GPL570,GSE43777,,0.176,5468.0,PPARG,22.204,Acute
0.187,1.135,223370_at,223370_at,0.183,0.977,up,GPL570,GSE43777,,0.183,65977.0,PLEKHA3,22.204,Acute
0.614,1.515,215121_x_at,215121_x_at,0.599,0.977,up,GPL570,GSE43777,,0.599,100290481.0,CYAT1,22.204,Acute
0.237,1.174,203301_s_at,203301_s_at,0.232,0.977,up,GPL570,GSE43777,,0.232,9988.0,DMTF1,22.204,Acute
0.227,1.166,210817_s_at,210817_s_at,0.222,0.976,up,GPL570,GSE43777,,0.222,10241.0,CALCOCO2,22.204,Acute
0.157,1.112,203273_s_at,203273_s_at,0.153,0.976,up,GPL570,GSE43777,,0.153,11334.0,TUSC2,22.204,Acute
0.229,0.432,1554834_a_at,1554834_a_at,-1.209,-5.292,down,GPL570,GSE43777,,-1.209,83593.0,RASSF5,0.0,Acute
0.279,0.383,1556842_at,1556842_at,-1.383,-4.953,down,GPL570,GSE43777,,-1.383,286087.0,LOC286087,0.0,Acute
0.232,0.453,227803_at,227803_at,-1.144,-4.934,down,GPL570,GSE43777,,-1.144,59084.0,ENPP5,0.0,Acute
0.224,0.472,241774_at,241774_at,-1.084,-4.829,down,GPL570,GSE43777,,-1.084,,,0.0,Acute
0.219,0.482,235354_s_at,235354_s_at,-1.052,-4.809,down,GPL570,GSE43777,,-1.052,51319.0,RSRC1,0.0,Acute
0.291,0.382,226279_at,226279_at,-1.389,-4.769,down,GPL570,GSE43777,,-1.389,11098.0,PRSS23,0.0,Acute
0.174,0.578,205888_s_at,205888_s_at,-0.791,-4.534,down,GPL570,GSE43777,,-0.791,9832.0,JAKMIP2,0.0,Acute
0.207,0.534,236140_at,236140_at,-0.906,-4.377,down,GPL570,GSE43777,,-0.906,2730.0,GCLM,0.0,Acute
0.237,0.488,201681_s_at,201681_s_at,-1.035,-4.361,down,GPL570,GSE43777,,-1.035,9231.0,DLG5,0.0,Acute
0.233,0.498,1553423_a_at,1553423_a_at,-1.006,-4.316,down,GPL570,GSE43777,,-1.006,146857.0,SLFN13,0.0,Acute
0.22,0.525,203300_x_at,203300_x_at,-0.93,-4.238,down,GPL570,GSE43777,,-0.93,8905.0,AP1S2,0.0,Acute
0.22,0.525,228108_at,228108_at,-0.929,-4.217,down,GPL570,GSE43777,,-0.929,151742.0,PPM1L,0.0,Acute
0.244,0.49,221268_s_at,221268_s_at,-1.029,-4.21,down,GPL570,GSE43777,,-1.029,81537.0,SGPP1,0.0,Acute
0.187,0.582,200787_s_at,200787_s_at,-0.78,-4.173,down,GPL570,GSE43777,,-0.78,8682.0,PEA15,0.0,Acute
0.233,0.515,235698_at,235698_at,-0.957,-4.104,down,GPL570,GSE43777,,-0.957,146198.0,ZFP90,0.0,Acute
0.25,0.495,214908_s_at,214908_s_at,-1.016,-4.057,down,GPL570,GSE43777,,-1.016,8295.0,TRRAP,0.0,Acute
0.22,0.54,225688_s_at,225688_s_at,-0.89,-4.046,down,GPL570,GSE43777,,-0.89,90102.0,PHLDB2,0.0,Acute
0.231,0.524,AFFX-HSAC07/X00351_5_at,AFFX-HSAC07/X00351_5_at,-0.933,-4.038,down,GPL570,GSE43777,,-0.933,60.0,ACTB,0.0,Acute
0.152,0.653,236471_at,236471_at,-0.614,-4.038,down,GPL570,GSE43777,,-0.614,9603.0,NFE2L3,0.0,Acute
0.181,0.605,240673_at,240673_at,-0.726,-4.006,down,GPL570,GSE43777,,-0.726,,,0.0,Acute
0.453,0.286,236203_at,236203_at,-1.807,-3.992,down,GPL570,GSE43777,,-1.807,3117.0,HLA-DQA1,0.0,Acute
0.183,0.603,238823_at,238823_at,-0.729,-3.979,down,GPL570,GSE43777,,-0.729,91010.0,FMNL3,0.0,Acute
0.151,0.659,203106_s_at,203106_s_at,-0.601,-3.972,down,GPL570,GSE43777,,-0.601,27072.0,VPS41,0.0,Acute
0.218,0.55,230893_at,230893_at,-0.863,-3.961,down,GPL570,GSE43777,,-0.863,134218.0,DNAJC21,0.0,Acute
0.236,0.524,212979_s_at,212979_s_at,-0.931,-3.952,down,GPL570,GSE43777,,-0.931,9747.0,FAM115A,0.0,Acute
0.223,0.544,210910_s_at,210910_s_at,-0.878,-3.938,down,GPL570,GSE43777,,-0.878,22932.0,POMZP3,0.0,Acute
0.168,0.632,205187_at,205187_at,-0.663,-3.938,down,GPL570,GSE43777,,-0.663,4090.0,SMAD5,0.0,Acute
0.194,0.591,238443_at,238443_at,-0.76,-3.921,down,GPL570,GSE43777,,-0.76,7019.0,TFAM,0.0,Acute
0.304,0.442,209131_s_at,209131_s_at,-1.179,-3.884,down,GPL570,GSE43777,,-1.179,8773.0,SNAP23,0.0,Acute
0.2,0.583,34449_at,34449_at,-0.778,-3.883,down,GPL570,GSE43777,,-0.778,835.0,CASP2,0.0,Acute
0.279,0.473,201367_s_at,201367_s_at,-1.08,-3.873,down,GPL570,GSE43777,,-1.08,678.0,ZFP36L2,0.0,Acute
0.214,0.563,230278_at,230278_at,-0.828,-3.867,down,GPL570,GSE43777,,-0.828,,,0.0,Acute
0.215,0.562,227259_at,227259_at,-0.831,-3.861,down,GPL570,GSE43777,,-0.831,961.0,CD47,0.0,Acute
0.218,0.558,227312_at,227312_at,-0.842,-3.859,down,GPL570,GSE43777,,-0.842,6645.0,SNTB2,0.0,Acute
0.163,0.646,244703_x_at,244703_x_at,-0.63,-3.858,down,GPL570,GSE43777,,-0.63,55705.0,IPO9,0.0,Acute
0.17,0.635,1552677_a_at,1552677_a_at,-0.655,-3.857,down,GPL570,GSE43777,,-0.655,23181.0,DIP2A,0.0,Acute
0.199,0.588,235011_at,235011_at,-0.765,-3.851,down,GPL570,GSE43777,,-0.765,10746.0,MAP3K2,0.0,Acute
0.418,0.329,203485_at,203485_at,-1.605,-3.842,down,GPL570,GSE43777,,-1.605,6252.0,RTN1,0.0,Acute
0.18,0.621,242088_at,242088_at,-0.687,-3.821,down,GPL570,GSE43777,,-0.687,54800.0,KLHL24,0.0,Acute
0.297,0.456,224407_s_at,224407_s_at,-1.134,-3.82,down,GPL570,GSE43777,,-1.134,51765.0,MST4,0.0,Acute
0.183,0.618,219925_at,219925_at,-0.695,-3.797,down,GPL570,GSE43777,,-0.695,9204.0,ZMYM6,0.0,Acute
0.197,0.597,205233_s_at,205233_s_at,-0.743,-3.78,down,GPL570,GSE43777,,-0.743,5051.0,PAFAH2,0.0,Acute
0.245,0.528,225525_at,225525_at,-0.923,-3.774,down,GPL570,GSE43777,,-0.923,85379.0,KIAA1671,0.0,Acute
0.177,0.63,204199_at,204199_at,-0.666,-3.768,down,GPL570,GSE43777,,-0.666,9649.0,RALGPS1,0.0,Acute
0.235,0.541,1557167_at,1557167_at,-0.886,-3.767,down,GPL570,GSE43777,,-0.886,493812.0,HCG11,0.0,Acute
0.25,0.52,203908_at,203908_at,-0.942,-3.765,down,GPL570,GSE43777,,-0.942,8671.0,SLC4A4,0.0,Acute
0.161,0.657,229506_at,229506_at,-0.605,-3.751,down,GPL570,GSE43777,,-0.605,151742.0,PPM1L,0.0,Acute
0.165,0.652,239064_at,239064_at,-0.618,-3.739,down,GPL570,GSE43777,,-0.618,,,0.0,Acute
0.207,0.585,227394_at,227394_at,-0.774,-3.73,down,GPL570,GSE43777,,-0.774,4684.0,NCAM1,0.0,Acute
0.264,0.505,209459_s_at,209459_s_at,-0.986,-3.73,down,GPL570,GSE43777,,-0.986,18.0,ABAT,0.0,Acute
0.176,0.636,200907_s_at,200907_s_at,-0.653,-3.72,down,GPL570,GSE43777,,-0.653,23022.0,PALLD,0.0,Acute
0.246,0.531,203989_x_at,203989_x_at,-0.914,-3.717,down,GPL570,GSE43777,,-0.914,2149.0,F2R,0.0,Acute
0.209,0.584,231042_s_at,231042_s_at,-0.777,-3.713,down,GPL570,GSE43777,,-0.777,,,0.0,Acute
0.247,0.53,209865_at,209865_at,-0.915,-3.712,down,GPL570,GSE43777,,-0.915,23443.0,SLC35A3,0.0,Acute
0.689,0.171,213831_at,213831_at,-2.546,-3.694,down,GPL570,GSE43777,,-2.546,3117.0,HLA-DQA1,0.0,Acute
0.205,0.593,203562_at,203562_at,-0.754,-3.687,down,GPL570,GSE43777,,-0.754,9638.0,FEZ1,0.0,Acute
0.179,0.634,235728_at,235728_at,-0.658,-3.684,down,GPL570,GSE43777,,-0.658,124961.0,ZFP3,0.0,Acute
0.201,0.599,230230_at,230230_at,-0.738,-3.681,down,GPL570,GSE43777,,-0.738,5775.0,PTPN4,0.0,Acute
0.215,0.579,1560739_a_at,1560739_a_at,-0.787,-3.667,down,GPL570,GSE43777,,-0.787,,,0.0,Acute
0.275,0.498,203803_at,203803_at,-1.007,-3.664,down,GPL570,GSE43777,,-1.007,51449.0,PCYOX1,0.0,Acute
0.275,0.498,233078_at,233078_at,-1.006,-3.663,down,GPL570,GSE43777,,-1.006,8539.0,API5,0.0,Acute
0.212,0.585,1559161_at,1559161_at,-0.774,-3.65,down,GPL570,GSE43777,,-0.774,,,0.0,Acute
0.206,0.594,242518_at,242518_at,-0.752,-3.65,down,GPL570,GSE43777,,-0.752,,,0.0,Acute
0.205,0.596,1554451_s_at,1554451_s_at,-0.747,-3.649,down,GPL570,GSE43777,,-0.747,85406.0,DNAJC14,0.0,Acute
0.177,0.641,1566608_at,1566608_at,-0.642,-3.627,down,GPL570,GSE43777,,-0.642,,,0.0,Acute
0.195,0.612,1555106_a_at,1555106_a_at,-0.707,-3.619,down,GPL570,GSE43777,,-0.707,51496.0,CTDSPL2,0.0,Acute
0.236,0.554,214544_s_at,214544_s_at,-0.851,-3.609,down,GPL570,GSE43777,,-0.851,8773.0,SNAP23,0.0,Acute
0.243,0.545,227361_at,227361_at,-0.875,-3.608,down,GPL570,GSE43777,,-0.875,9953.0,HS3ST3B1,0.0,Acute
0.199,0.609,241384_x_at,241384_x_at,-0.715,-3.597,down,GPL570,GSE43777,,-0.715,256356.0,GK5,0.0,Acute
0.179,0.64,235165_at,235165_at,-0.645,-3.596,down,GPL570,GSE43777,,-0.645,84612.0,PARD6B,0.0,Acute
0.239,0.551,242051_at,242051_at,-0.86,-3.595,down,GPL570,GSE43777,,-0.86,,,0.0,Acute
0.25,0.537,238069_at,238069_at,-0.897,-3.594,down,GPL570,GSE43777,,-0.897,,,0.0,Acute
0.18,0.64,226648_at,226648_at,-0.645,-3.582,down,GPL570,GSE43777,,-0.645,55662.0,HIF1AN,0.0,Acute
