Denominator(s+s0),Fold Change,Gene ID,Gene Name,Numerator(r),Score(d),direction,gpl,gse,index,log2foldChange,myGeneId,myGeneSym,q-value(%),subset
0.163,0.901,hHA037270,hHA037270,-0.151,-0.924,down,GPL5621,GSE25226,,-0.151,84720.0,PIGO,73.245,Acute
0.261,0.846,hCP001354,hCP001354,-0.241,-0.924,down,GPL5621,GSE25226,,-0.241,60.0,ACTB,73.245,Acute
0.265,0.844,hHR007964,hHR007964,-0.245,-0.924,down,GPL5621,GSE25226,,-0.245,5330.0,PLCB2,73.245,Acute
0.301,0.825,hHR028155,hHR028155,-0.278,-0.924,down,GPL5621,GSE25226,,-0.278,440354.0,LOC440354,73.245,Acute
0.194,0.883,hHC031907,hHC031907,-0.18,-0.924,down,GPL5621,GSE25226,,-0.18,54700.0,RRN3,73.245,Acute
0.257,0.848,hHC029379,hHC029379,-0.237,-0.924,down,GPL5621,GSE25226,,-0.237,3337.0,DNAJB1,73.245,Acute
0.278,0.837,hHA034120,hHA034120,-0.256,-0.924,down,GPL5621,GSE25226,,-0.256,2533.0,FYB,73.245,Acute
0.11,0.932,hHR023590,hHR023590,-0.101,-0.923,down,GPL5621,GSE25226,,-0.101,441151.0,TMEM151B,73.245,Acute
0.298,0.826,hHC018278,hHC018278,-0.276,-0.923,down,GPL5621,GSE25226,,-0.276,2207.0,FCER1G,73.245,Acute
0.287,0.832,hHR023631,hHR023631,-0.265,-0.923,down,GPL5621,GSE25226,,-0.265,8357.0,HIST1H3H,73.245,Acute
0.143,0.912,hHC012120,hHC012120,-0.132,-0.923,down,GPL5621,GSE25226,,-0.132,79869.0,CPSF7,73.245,Acute
0.234,0.861,hHC007556,hHC007556,-0.216,-0.923,down,GPL5621,GSE25226,,-0.216,4088.0,SMAD3,73.245,Acute
0.315,0.818,hHC019325,hHC019325,-0.291,-0.922,down,GPL5621,GSE25226,,-0.291,4066.0,LYL1,73.245,Acute
0.268,0.842,hHR014560,hHR014560,-0.247,-0.922,down,GPL5621,GSE25226,,-0.247,23135.0,KDM6B,73.245,Acute
0.277,0.838,hHC022877,hHC022877,-0.255,-0.922,down,GPL5621,GSE25226,,-0.255,126014.0,OSCAR,73.245,Acute
0.252,0.851,hHR015159,hHR015159,-0.232,-0.921,down,GPL5621,GSE25226,,-0.232,1729.0,DIAPH1,73.245,Acute
0.296,0.828,hHC003525,hHC003525,-0.273,-0.921,down,GPL5621,GSE25226,,-0.273,1200.0,TPP1,73.245,Acute
0.335,0.807,hHA034323,hHA034323,-0.309,-0.921,down,GPL5621,GSE25226,,-0.309,,,73.245,Acute
0.141,0.914,hHC020080,hHC020080,-0.13,-0.921,down,GPL5621,GSE25226,,-0.13,11270.0,NRM,73.245,Acute
0.246,0.854,hHC018692,hHC018692,-0.227,-0.921,down,GPL5621,GSE25226,,-0.227,10318.0,TNIP1,73.245,Acute
0.148,0.91,hHC010971,hHC010971,-0.136,-0.92,down,GPL5621,GSE25226,,-0.136,55030.0,FBXO34,73.245,Acute
0.258,0.848,hCT000651,hCT000651,-0.238,-0.92,down,GPL5621,GSE25226,,-0.238,7431.0,VIM,73.245,Acute
0.192,0.885,hHC032213,hHC032213,-0.177,-0.92,down,GPL5621,GSE25226,,-0.177,81926.0,ABHD17A,73.245,Acute
0.11,0.932,hHR023457,hHR023457,-0.101,-0.92,down,GPL5621,GSE25226,,-0.101,338755.0,OR2AG2,73.245,Acute
0.219,0.87,hHC016119,hHC016119,-0.202,-0.92,down,GPL5621,GSE25226,,-0.202,30011.0,SH3KBP1,73.245,Acute
0.293,0.83,hCP001407,hCP001407,-0.269,-0.92,down,GPL5621,GSE25226,,-0.269,60.0,ACTB,73.245,Acute
0.225,0.867,hHC009022,hHC009022,-0.207,-0.92,down,GPL5621,GSE25226,,-0.207,26040.0,SETBP1,73.245,Acute
0.181,0.891,hHR023643,hHR023643,-0.166,-0.92,down,GPL5621,GSE25226,,-0.166,10155.0,TRIM28,73.245,Acute
0.191,0.885,hHC016251,hHC016251,-0.176,-0.919,down,GPL5621,GSE25226,,-0.176,8140.0,SLC7A5,73.245,Acute
0.292,0.83,hCP047569,hCP047569,-0.268,-0.919,down,GPL5621,GSE25226,,-0.268,60.0,ACTB,73.245,Acute
0.211,0.874,hHR024338,hHR024338,-0.194,-0.919,down,GPL5621,GSE25226,,-0.194,8733.0,GPAA1,73.245,Acute
0.345,0.803,hHC022013,hHC022013,-0.316,-0.918,down,GPL5621,GSE25226,,-0.316,25984.0,KRT23,73.245,Acute
0.178,0.893,hHC022094,hHC022094,-0.163,-0.917,down,GPL5621,GSE25226,,-0.163,64061.0,TSPYL2,73.245,Acute
0.156,0.906,hHA038482,hHA038482,-0.143,-0.917,down,GPL5621,GSE25226,,-0.143,29985.0,SLC39A3,73.245,Acute
0.139,0.916,hHR022733,hHR022733,-0.127,-0.917,down,GPL5621,GSE25226,,-0.127,729359.0,PLIN4,73.245,Acute
0.158,0.904,hHC013609,hHC013609,-0.145,-0.917,down,GPL5621,GSE25226,,-0.145,25956.0,SEC31B,73.245,Acute
0.216,0.872,hHC013175,hHC013175,-0.198,-0.917,down,GPL5621,GSE25226,,-0.198,7805.0,LAPTM5,73.245,Acute
0.231,0.864,hHC017897,hHC017897,-0.211,-0.917,down,GPL5621,GSE25226,,-0.211,54876.0,DCAF16,73.245,Acute
0.235,0.862,hHO048813,hHO048813,-0.215,-0.917,down,GPL5621,GSE25226,,-0.215,,,73.245,Acute
0.232,0.863,hHR028859,hHR028859,-0.212,-0.917,down,GPL5621,GSE25226,,-0.212,6275.0,S100A4,73.245,Acute
0.231,0.863,hHC008066,hHC008066,-0.212,-0.916,down,GPL5621,GSE25226,,-0.212,81788.0,NUAK2,73.245,Acute
0.294,0.83,hCP000051,hCP000051,-0.269,-0.916,down,GPL5621,GSE25226,,-0.269,60.0,ACTB,73.245,Acute
0.138,0.916,hHR025597,hHR025597,-0.126,-0.916,down,GPL5621,GSE25226,,-0.126,7587.0,ZNF37A,73.245,Acute
0.18,0.892,hHC008239,hHC008239,-0.165,-0.915,down,GPL5621,GSE25226,,-0.165,26995.0,TRUB2,73.245,Acute
0.192,0.885,hHC025375,hHC025375,-0.176,-0.915,down,GPL5621,GSE25226,,-0.176,10144.0,FAM13A,73.245,Acute
0.226,0.866,hHC026725,hHC026725,-0.207,-0.915,down,GPL5621,GSE25226,,-0.207,3516.0,RBPJ,73.245,Acute
0.156,0.906,hHA032462,hHA032462,-0.143,-0.915,down,GPL5621,GSE25226,,-0.143,56940.0,DUSP22,73.245,Acute
0.287,0.833,hCP047537,hCP047537,-0.263,-0.915,down,GPL5621,GSE25226,,-0.263,60.0,ACTB,73.245,Acute
0.126,0.923,hHC026116,hHC026116,-0.116,-0.915,down,GPL5621,GSE25226,,-0.116,169714.0,QSOX2,73.245,Acute
0.263,0.846,hCP000569,hCP000569,-0.241,-0.914,down,GPL5621,GSE25226,,-0.241,60.0,ACTB,73.245,Acute
0.181,0.892,hHR009098,hHR009098,-0.166,-0.914,down,GPL5621,GSE25226,,-0.166,401577.0,CD99P1,73.245,Acute
0.159,0.904,hHC017915,hHC017915,-0.146,-0.914,down,GPL5621,GSE25226,,-0.146,57020.0,C16orf62,73.245,Acute
0.182,0.891,hHC024603,hHC024603,-0.166,-0.914,down,GPL5621,GSE25226,,-0.166,974.0,CD79B,73.245,Acute
0.142,0.914,hHC018004,hHC018004,-0.129,-0.913,down,GPL5621,GSE25226,,-0.129,9784.0,SNX17,73.245,Acute
0.19,0.887,hHC012177,hHC012177,-0.174,-0.913,down,GPL5621,GSE25226,,-0.174,10013.0,HDAC6,73.245,Acute
0.182,0.891,hHC010726,hHC010726,-0.166,-0.913,down,GPL5621,GSE25226,,-0.166,10397.0,NDRG1,73.245,Acute
0.265,0.846,hHC020492,hHC020492,-0.242,-0.913,down,GPL5621,GSE25226,,-0.242,8837.0,CFLAR,73.245,Acute
0.191,0.886,hHC013797,hHC013797,-0.174,-0.913,down,GPL5621,GSE25226,,-0.174,7090.0,TLE3,73.245,Acute
0.166,0.9,hHR024462,hHR024462,-0.151,-0.913,down,GPL5621,GSE25226,,-0.151,2909.0,ARHGAP35,73.245,Acute
0.217,0.872,hHC018974,hHC018974,-0.198,-0.912,down,GPL5621,GSE25226,,-0.198,2011.0,MARK2,73.245,Acute
0.176,0.894,hHR025732,hHR025732,-0.161,-0.912,down,GPL5621,GSE25226,,-0.161,,,73.245,Acute
0.247,0.855,hHC016122,hHC016122,-0.226,-0.912,down,GPL5621,GSE25226,,-0.226,3112.0,HLA-DOB,73.245,Acute
0.166,0.9,hHC024530,hHC024530,-0.151,-0.912,down,GPL5621,GSE25226,,-0.151,9277.0,WDR46,73.245,Acute
0.202,0.88,hHR002882,hHR002882,-0.185,-0.912,down,GPL5621,GSE25226,,-0.185,283481.0,FGF14-AS2,73.245,Acute
0.183,0.891,hHC025124,hHC025124,-0.166,-0.912,down,GPL5621,GSE25226,,-0.166,64780.0,MICAL1,73.245,Acute
0.124,0.924,hHR026764,hHR026764,-0.113,-0.911,down,GPL5621,GSE25226,,-0.113,,,73.245,Acute
0.177,0.894,hHC018231,hHC018231,-0.162,-0.911,down,GPL5621,GSE25226,,-0.162,9641.0,IKBKE,73.245,Acute
0.201,0.881,hHC016190,hHC016190,-0.183,-0.91,down,GPL5621,GSE25226,,-0.183,5336.0,PLCG2,73.245,Acute
0.177,0.895,hHR022035,hHR022035,-0.161,-0.91,down,GPL5621,GSE25226,,-0.161,338799.0,LINC01089,73.245,Acute
0.187,0.889,hHA034006,hHA034006,-0.17,-0.91,down,GPL5621,GSE25226,,-0.17,404734.0,ANKHD1-EIF4EBP3,73.245,Acute
0.208,0.877,hHR029670,hHR029670,-0.189,-0.91,down,GPL5621,GSE25226,,-0.189,6147.0,RPL23A,73.245,Acute
0.198,0.883,hHC007307,hHC007307,-0.18,-0.91,down,GPL5621,GSE25226,,-0.18,80230.0,RUFY1,73.245,Acute
0.212,0.875,hHA032496,hHA032496,-0.193,-0.91,down,GPL5621,GSE25226,,-0.193,10313.0,RTN3,73.245,Acute
0.234,0.863,hHA035411,hHA035411,-0.213,-0.91,down,GPL5621,GSE25226,,-0.213,23499.0,MACF1,73.245,Acute
0.225,0.868,hHC018276,hHC018276,-0.205,-0.909,down,GPL5621,GSE25226,,-0.205,2186.0,BPTF,73.245,Acute
0.223,0.869,hHC020073,hHC020073,-0.203,-0.909,down,GPL5621,GSE25226,,-0.203,10134.0,BCAP31,73.245,Acute
0.297,0.829,hCP001402,hCP001402,-0.27,-0.909,down,GPL5621,GSE25226,,-0.27,60.0,ACTB,73.245,Acute
0.235,0.863,hHC012385,hHC012385,-0.213,-0.909,down,GPL5621,GSE25226,,-0.213,51768.0,TM7SF3,73.245,Acute
0.13,0.922,hHC021680,hHC021680,-0.118,-0.908,down,GPL5621,GSE25226,,-0.118,26097.0,CHTOP,73.245,Acute
0.202,0.88,hHR007232,hHR007232,-0.184,-0.907,down,GPL5621,GSE25226,,-0.184,55719.0,FAM178A,73.245,Acute
0.157,0.906,hHC020057,hHC020057,-0.143,-0.907,down,GPL5621,GSE25226,,-0.143,90135.0,BTBD6,73.245,Acute
0.124,0.925,hHC027708,hHC027708,-0.113,-0.907,down,GPL5621,GSE25226,,-0.113,5252.0,PHF1,73.245,Acute
0.197,0.884,hHC029380,hHC029380,-0.178,-0.907,down,GPL5621,GSE25226,,-0.178,5605.0,MAP2K2,73.245,Acute
0.214,0.874,hHR004188,hHR004188,-0.194,-0.905,down,GPL5621,GSE25226,,-0.194,2317.0,FLNB,73.245,Acute
0.233,0.864,hHR002012,hHR002012,-0.211,-0.905,down,GPL5621,GSE25226,,-0.211,18.0,ABAT,73.245,Acute
0.248,0.856,hHC016316,hHC016316,-0.224,-0.905,down,GPL5621,GSE25226,,-0.224,126308.0,MOB3A,73.245,Acute
0.265,0.847,hHA034497,hHA034497,-0.24,-0.905,down,GPL5621,GSE25226,,-0.24,1523.0,CUX1,73.245,Acute
0.302,0.827,hCP048903,hCP048903,-0.273,-0.905,down,GPL5621,GSE25226,,-0.273,60.0,ACTB,73.245,Acute
0.218,0.872,hHC001842,hHC001842,-0.198,-0.905,down,GPL5621,GSE25226,,-0.198,6434.0,TRA2B,73.245,Acute
0.169,0.899,hHC003301,hHC003301,-0.153,-0.905,down,GPL5621,GSE25226,,-0.153,162.0,AP1B1,73.245,Acute
0.206,0.879,hHA036940,hHA036940,-0.187,-0.904,down,GPL5621,GSE25226,,-0.187,58190.0,CTDSP1,73.245,Acute
0.157,0.906,hHC020134,hHC020134,-0.142,-0.904,down,GPL5621,GSE25226,,-0.142,26001.0,RNF167,73.245,Acute
0.227,0.868,hHC024003,hHC024003,-0.205,-0.903,down,GPL5621,GSE25226,,-0.205,4145.0,MATK,73.245,Acute
0.149,0.911,hHR032215,hHR032215,-0.134,-0.903,down,GPL5621,GSE25226,,-0.134,284233.0,CYP4F35P,73.245,Acute
0.243,0.859,hHC019143,hHC019143,-0.219,-0.903,down,GPL5621,GSE25226,,-0.219,7263.0,TST,73.245,Acute
0.382,0.787,hHC001856,hHC001856,-0.345,-0.903,down,GPL5621,GSE25226,,-0.345,116496.0,FAM129A,73.245,Acute
0.135,0.919,hHR013500,hHR013500,-0.122,-0.902,down,GPL5621,GSE25226,,-0.122,83746.0,L3MBTL2,73.245,Acute
0.267,0.846,hHC022935,hHC022935,-0.241,-0.902,down,GPL5621,GSE25226,,-0.241,4818.0,NKG7,73.245,Acute
0.201,0.882,hHC016594,hHC016594,-0.181,-0.902,down,GPL5621,GSE25226,,-0.181,948.0,CD36,73.245,Acute
0.243,0.859,hHC026903,hHC026903,-0.219,-0.901,down,GPL5621,GSE25226,,-0.219,527.0,ATP6V0C,73.245,Acute
0.205,0.88,hHA038691,hHA038691,-0.185,-0.901,down,GPL5621,GSE25226,,-0.185,55898.0,UNC45A,73.245,Acute
0.182,0.892,hHA032906,hHA032906,-0.164,-0.9,down,GPL5621,GSE25226,,-0.164,57805.0,CCAR2,73.245,Acute
0.241,0.86,hHC018478,hHC018478,-0.217,-0.9,down,GPL5621,GSE25226,,-0.217,1432.0,MAPK14,73.245,Acute
0.263,0.849,hHC004378,hHC004378,-0.237,-0.9,down,GPL5621,GSE25226,,-0.237,6793.0,STK10,73.245,Acute
0.134,0.92,hHA034524,hHA034524,-0.12,-0.9,down,GPL5621,GSE25226,,-0.12,23019.0,CNOT1,73.245,Acute
0.22,0.872,hHR006615,hHR006615,-0.198,-0.9,down,GPL5621,GSE25226,,-0.198,11021.0,RAB35,73.245,Acute
0.264,0.848,hCP001403,hCP001403,-0.238,-0.899,down,GPL5621,GSE25226,,-0.238,60.0,ACTB,73.245,Acute
0.208,0.878,hHR005050,hHR005050,-0.187,-0.899,down,GPL5621,GSE25226,,-0.187,841.0,CASP8,73.245,Acute
0.179,0.895,hHC016022,hHC016022,-0.161,-0.899,down,GPL5621,GSE25226,,-0.161,11186.0,RASSF1,73.245,Acute
0.313,0.823,hHR014491,hHR014491,-0.281,-0.899,down,GPL5621,GSE25226,,-0.281,,,73.245,Acute
0.261,0.85,hHR006773,hHR006773,-0.235,-0.899,down,GPL5621,GSE25226,,-0.235,340152.0,ZC3H12D,73.245,Acute
0.204,0.881,hHR030068,hHR030068,-0.183,-0.898,down,GPL5621,GSE25226,,-0.183,220906.0,WAC-AS1,73.245,Acute
0.171,0.899,hHC016824,hHC016824,-0.154,-0.898,down,GPL5621,GSE25226,,-0.154,64753.0,CCDC136,73.245,Acute
0.16,0.905,hHC025413,hHC025413,-0.143,-0.898,down,GPL5621,GSE25226,,-0.143,4641.0,MYO1C,73.245,Acute
0.276,0.842,hHR005814,hHR005814,-0.248,-0.898,down,GPL5621,GSE25226,,-0.248,11031.0,RAB31,73.245,Acute
0.296,0.832,hCP000052,hCP000052,-0.266,-0.898,down,GPL5621,GSE25226,,-0.266,60.0,ACTB,73.245,Acute
0.195,0.886,hHC017827,hHC017827,-0.175,-0.897,down,GPL5621,GSE25226,,-0.175,3071.0,NCKAP1L,73.245,Acute
0.241,0.861,hHC019239,hHC019239,-0.216,-0.897,down,GPL5621,GSE25226,,-0.216,146722.0,CD300LF,73.245,Acute
0.127,0.924,hHR021233,hHR021233,-0.114,-0.897,down,GPL5621,GSE25226,,-0.114,57469.0,PNMAL2,73.245,Acute
0.235,0.864,hHC009531,hHC009531,-0.21,-0.897,down,GPL5621,GSE25226,,-0.21,55902.0,ACSS2,73.245,Acute
0.143,0.915,hHC017940,hHC017940,-0.128,-0.897,down,GPL5621,GSE25226,,-0.128,79716.0,NPEPL1,73.245,Acute
0.182,0.893,hHR029183,hHR029183,-0.163,-0.896,down,GPL5621,GSE25226,,-0.163,6799.0,SULT1A2,73.245,Acute
0.224,0.87,hHC021668,hHC021668,-0.2,-0.896,down,GPL5621,GSE25226,,-0.2,221692.0,PHACTR1,73.245,Acute
0.153,0.909,hHC017501,hHC017501,-0.137,-0.896,down,GPL5621,GSE25226,,-0.137,10585.0,POMT1,73.245,Acute
0.252,0.855,hHC010038,hHC010038,-0.225,-0.896,down,GPL5621,GSE25226,,-0.225,1153.0,CIRBP,73.245,Acute
0.218,0.873,hHA038340,hHA038340,-0.195,-0.895,down,GPL5621,GSE25226,,-0.195,58508.0,KMT2C,73.245,Acute
0.185,0.891,hHA035317,hHA035317,-0.166,-0.895,down,GPL5621,GSE25226,,-0.166,23499.0,MACF1,73.245,Acute
0.186,0.891,hHC016652,hHC016652,-0.166,-0.895,down,GPL5621,GSE25226,,-0.166,1857.0,DVL3,73.245,Acute
0.172,0.899,hHC032200,hHC032200,-0.154,-0.895,down,GPL5621,GSE25226,,-0.154,170463.0,SSBP4,73.245,Acute
0.171,0.9,hHC031739,hHC031739,-0.153,-0.895,down,GPL5621,GSE25226,,-0.153,51326.0,ARL17A,73.245,Acute
0.16,0.905,hHR016692,hHR016692,-0.144,-0.894,down,GPL5621,GSE25226,,-0.144,5452.0,POU2F2,73.245,Acute
0.159,0.906,hHC018565,hHC018565,-0.142,-0.894,down,GPL5621,GSE25226,,-0.142,4221.0,MEN1,73.245,Acute
0.262,0.85,hHA037180,hHA037180,-0.234,-0.894,down,GPL5621,GSE25226,,-0.234,54882.0,ANKHD1,73.245,Acute
0.252,0.856,hHC022615,hHC022615,-0.225,-0.894,down,GPL5621,GSE25226,,-0.225,23223.0,RRP12,73.245,Acute
0.114,0.932,hHC014170,hHC014170,-0.101,-0.894,down,GPL5621,GSE25226,,-0.101,10147.0,SUGP2,73.245,Acute
0.199,0.884,hHA033489,hHA033489,-0.178,-0.893,down,GPL5621,GSE25226,,-0.178,6767.0,ST13,73.245,Acute
0.175,0.897,hHC026303,hHC026303,-0.156,-0.893,down,GPL5621,GSE25226,,-0.156,5452.0,POU2F2,73.245,Acute
0.167,0.902,hHR027588,hHR027588,-0.149,-0.893,down,GPL5621,GSE25226,,-0.149,54849.0,DEF8,73.245,Acute
0.213,0.877,hHC003310,hHC003310,-0.19,-0.893,down,GPL5621,GSE25226,,-0.19,2120.0,ETV6,73.245,Acute
0.255,0.854,hHC023119,hHC023119,-0.228,-0.893,down,GPL5621,GSE25226,,-0.228,79789.0,CLMN,73.245,Acute
0.174,0.898,hHC010820,hHC010820,-0.155,-0.892,down,GPL5621,GSE25226,,-0.155,23248.0,RPRD2,73.245,Acute
0.133,0.921,hVB044634,hVB044634,-0.119,-0.892,down,GPL5621,GSE25226,,-0.119,,,73.245,Acute
0.146,0.914,hHC012915,hHC012915,-0.13,-0.892,down,GPL5621,GSE25226,,-0.13,115752.0,DIS3L,73.245,Acute
0.173,0.898,hHC026125,hHC026125,-0.155,-0.892,down,GPL5621,GSE25226,,-0.155,271.0,AMPD2,73.245,Acute
0.143,0.915,hHR029507,hHR029507,-0.128,-0.892,down,GPL5621,GSE25226,,-0.128,51228.0,GLTP,73.245,Acute
0.138,0.918,hHC010234,hHC010234,-0.123,-0.892,down,GPL5621,GSE25226,,-0.123,5430.0,POLR2A,73.245,Acute
0.125,0.925,hHC022736,hHC022736,-0.112,-0.892,down,GPL5621,GSE25226,,-0.112,115704.0,EVI5L,73.245,Acute
0.317,0.822,hHC004411,hHC004411,-0.282,-0.892,down,GPL5621,GSE25226,,-0.282,84034.0,EMILIN2,73.245,Acute
0.351,0.805,hHC026875,hHC026875,-0.313,-0.892,down,GPL5621,GSE25226,,-0.313,11031.0,RAB31,73.245,Acute
0.139,0.918,hHC022383,hHC022383,-0.124,-0.892,down,GPL5621,GSE25226,,-0.124,54934.0,KANSL2,73.245,Acute
0.171,0.9,hHC004673,hHC004673,-0.152,-0.892,down,GPL5621,GSE25226,,-0.152,440193.0,CCDC88C,73.245,Acute
0.233,0.866,hHC009272,hHC009272,-0.208,-0.892,down,GPL5621,GSE25226,,-0.208,9770.0,RASSF2,73.245,Acute
0.298,0.832,hHC019060,hHC019060,-0.266,-0.891,down,GPL5621,GSE25226,,-0.266,3932.0,LCK,73.245,Acute
0.435,0.765,hHC013640,hHC013640,-0.387,-0.891,down,GPL5621,GSE25226,,-0.387,290.0,ANPEP,73.245,Acute
0.186,0.892,hHR029618,hHR029618,-0.165,-0.891,down,GPL5621,GSE25226,,-0.165,1072.0,CFL1,73.245,Acute
0.241,0.862,hHR026983,hHR026983,-0.215,-0.89,down,GPL5621,GSE25226,,-0.215,3136.0,HLA-H,73.245,Acute
0.317,0.823,hHR021432,hHR021432,-0.282,-0.89,down,GPL5621,GSE25226,,-0.282,80700.0,UBXN6,73.245,Acute
0.193,0.888,hHC024226,hHC024226,-0.171,-0.89,down,GPL5621,GSE25226,,-0.171,7106.0,TSPAN4,73.245,Acute
0.293,0.835,hCP047559,hCP047559,-0.261,-0.89,down,GPL5621,GSE25226,,-0.261,60.0,ACTB,73.245,Acute
0.171,0.9,hHR018888,hHR018888,-0.152,-0.89,down,GPL5621,GSE25226,,-0.152,7975.0,MAFK,73.245,Acute
0.351,0.805,hHC008071,hHC008071,-0.313,-0.89,down,GPL5621,GSE25226,,-0.313,83716.0,CRISPLD2,73.245,Acute
0.15,0.912,hHR030660,hHR030660,-0.133,-0.889,down,GPL5621,GSE25226,,-0.133,119749.0,OR4C46,73.245,Acute
0.246,0.86,hHA036500,hHA036500,-0.218,-0.889,down,GPL5621,GSE25226,,-0.218,23499.0,MACF1,73.245,Acute
0.218,0.874,hHR029620,hHR029620,-0.194,-0.888,down,GPL5621,GSE25226,,-0.194,26986.0,PABPC1,73.245,Acute
0.19,0.89,hHC011935,hHC011935,-0.169,-0.888,down,GPL5621,GSE25226,,-0.169,272.0,AMPD3,73.245,Acute
0.154,0.91,hHA037552,hHA037552,-0.136,-0.888,down,GPL5621,GSE25226,,-0.136,26061.0,HACL1,73.245,Acute
0.319,0.822,hHC007747,hHC007747,-0.283,-0.888,down,GPL5621,GSE25226,,-0.283,10404.0,CPQ,73.245,Acute
0.145,0.915,hHC011817,hHC011817,-0.128,-0.888,down,GPL5621,GSE25226,,-0.128,10904.0,BLCAP,73.245,Acute
0.194,0.888,hHC016152,hHC016152,-0.172,-0.887,down,GPL5621,GSE25226,,-0.172,4046.0,LSP1,73.245,Acute
0.231,0.867,hHC030610,hHC030610,-0.205,-0.887,down,GPL5621,GSE25226,,-0.205,81.0,ACTN4,73.245,Acute
0.205,0.881,hHC009382,hHC009382,-0.182,-0.887,down,GPL5621,GSE25226,,-0.182,23389.0,MED13L,73.245,Acute
0.341,0.811,hHC010684,hHC010684,-0.303,-0.887,down,GPL5621,GSE25226,,-0.303,84658.0,EMR3,73.245,Acute
0.255,0.855,hHR031641,hHR031641,-0.226,-0.887,down,GPL5621,GSE25226,,-0.226,9284.0,NPIPA1,73.245,Acute
0.267,0.849,hCP047611,hCP047611,-0.236,-0.886,down,GPL5621,GSE25226,,-0.236,60.0,ACTB,73.245,Acute
0.203,0.883,hHR027800,hHR027800,-0.18,-0.886,down,GPL5621,GSE25226,,-0.18,3106.0,HLA-B,73.245,Acute
0.227,0.87,hHC028448,hHC028448,-0.201,-0.886,down,GPL5621,GSE25226,,-0.201,5869.0,RAB5B,73.245,Acute
0.263,0.851,hHC016000,hHC016000,-0.233,-0.886,down,GPL5621,GSE25226,,-0.233,9214.0,FAIM3,73.245,Acute
0.147,0.913,hHC019170,hHC019170,-0.131,-0.886,down,GPL5621,GSE25226,,-0.131,83464.0,APH1B,73.245,Acute
0.242,0.862,hHC020991,hHC020991,-0.214,-0.885,down,GPL5621,GSE25226,,-0.214,3004.0,GZMM,73.245,Acute
0.232,0.867,hHC012929,hHC012929,-0.205,-0.885,down,GPL5621,GSE25226,,-0.205,133522.0,PPARGC1B,73.245,Acute
0.172,0.9,hHC025291,hHC025291,-0.153,-0.885,down,GPL5621,GSE25226,,-0.153,,,73.245,Acute
0.265,0.85,hHR027621,hHR027621,-0.234,-0.885,down,GPL5621,GSE25226,,-0.234,10313.0,RTN3,73.245,Acute
0.166,0.903,hHC024424,hHC024424,-0.147,-0.885,down,GPL5621,GSE25226,,-0.147,94005.0,PIGS,73.245,Acute
0.29,0.837,hHC003402,hHC003402,-0.257,-0.885,down,GPL5621,GSE25226,,-0.257,51284.0,TLR7,73.245,Acute
0.216,0.876,hHC018533,hHC018533,-0.191,-0.885,down,GPL5621,GSE25226,,-0.191,2987.0,GUK1,73.245,Acute
0.225,0.871,hHC003133,hHC003133,-0.199,-0.884,down,GPL5621,GSE25226,,-0.199,51278.0,IER5,73.245,Acute
0.135,0.921,hHR013912,hHR013912,-0.119,-0.884,down,GPL5621,GSE25226,,-0.119,203069.0,R3HCC1,73.245,Acute
0.259,0.853,hHR008784,hHR008784,-0.229,-0.884,down,GPL5621,GSE25226,,-0.229,56255.0,TMX4,73.245,Acute
0.208,0.88,hHR017464,hHR017464,-0.184,-0.884,down,GPL5621,GSE25226,,-0.184,84726.0,PRRC2B,73.245,Acute
0.19,0.89,hHC020110,hHC020110,-0.168,-0.884,down,GPL5621,GSE25226,,-0.168,1601.0,DAB2,73.245,Acute
0.178,0.897,hHA033047,hHA033047,-0.157,-0.884,down,GPL5621,GSE25226,,-0.157,435.0,ASL,73.245,Acute
0.306,0.829,hHC030977,hHC030977,-0.27,-0.883,down,GPL5621,GSE25226,,-0.27,445347.0,TARP,73.245,Acute
0.203,0.883,hHR027638,hHR027638,-0.18,-0.883,down,GPL5621,GSE25226,,-0.18,1072.0,CFL1,73.245,Acute
0.235,0.866,hHC004075,hHC004075,-0.207,-0.883,down,GPL5621,GSE25226,,-0.207,90624.0,LYRM7,73.245,Acute
0.192,0.889,hHC025830,hHC025830,-0.17,-0.883,down,GPL5621,GSE25226,,-0.17,80335.0,WDR82,73.245,Acute
0.26,0.853,hCP047536,hCP047536,-0.229,-0.883,down,GPL5621,GSE25226,,-0.229,60.0,ACTB,73.245,Acute
0.252,0.857,hHA034455,hHA034455,-0.223,-0.882,down,GPL5621,GSE25226,,-0.223,4772.0,NFATC1,73.245,Acute
0.317,0.824,hHC022194,hHC022194,-0.279,-0.882,down,GPL5621,GSE25226,,-0.279,3553.0,IL1B,73.245,Acute
0.255,0.856,hHC031909,hHC031909,-0.225,-0.882,down,GPL5621,GSE25226,,-0.225,284942.0,RPL23AP82,73.245,Acute
0.207,0.881,hHC023515,hHC023515,-0.182,-0.881,down,GPL5621,GSE25226,,-0.182,83667.0,SESN2,73.245,Acute
0.226,0.871,hHC009391,hHC009391,-0.199,-0.881,down,GPL5621,GSE25226,,-0.199,4088.0,SMAD3,73.245,Acute
0.272,0.847,hCT000634,hCT000634,-0.24,-0.881,down,GPL5621,GSE25226,,-0.24,60.0,ACTB,73.245,Acute
0.193,0.889,hHC009270,hHC009270,-0.17,-0.88,down,GPL5621,GSE25226,,-0.17,9682.0,KDM4A,73.245,Acute
